date,State,daily_vaccinations,day,month,year
08-02-2021,Marshall Islands,111,8,2,2021
09-02-2021,Marshall Islands,127,9,2,2021
10-02-2021,Marshall Islands,143,10,2,2021
11-02-2021,Marshall Islands,144,11,2,2021
12-02-2021,Marshall Islands,151,12,2,2021
13-02-2021,Marshall Islands,141,13,2,2021
14-02-2021,Marshall Islands,147,14,2,2021
15-02-2021,Marshall Islands,184,15,2,2021
16-02-2021,Marshall Islands,187,16,2,2021
17-02-2021,Marshall Islands,171,17,2,2021
18-02-2021,Marshall Islands,190,18,2,2021
19-02-2021,Marshall Islands,258,19,2,2021
20-02-2021,Marshall Islands,286,20,2,2021
21-02-2021,Marshall Islands,397,21,2,2021
22-02-2021,Marshall Islands,390,22,2,2021
23-02-2021,Marshall Islands,430,23,2,2021
24-02-2021,Marshall Islands,505,24,2,2021
25-02-2021,Marshall Islands,514,25,2,2021
26-02-2021,Marshall Islands,475,26,2,2021
27-02-2021,Marshall Islands,430,27,2,2021
28-02-2021,Marshall Islands,354,28,2,2021
01-03-2021,Marshall Islands,324,1,3,2021
02-03-2021,Marshall Islands,270,2,3,2021
03-03-2021,Marshall Islands,194,3,3,2021
04-03-2021,Marshall Islands,250,4,3,2021
05-03-2021,Marshall Islands,264,5,3,2021
06-03-2021,Marshall Islands,364,6,3,2021
07-03-2021,Marshall Islands,364,7,3,2021
08-03-2021,Marshall Islands,364,8,3,2021
09-03-2021,Marshall Islands,453,9,3,2021
10-03-2021,Marshall Islands,519,10,3,2021
11-03-2021,Marshall Islands,486,11,3,2021
12-03-2021,Marshall Islands,472,12,3,2021
13-03-2021,Marshall Islands,388,13,3,2021
14-03-2021,Marshall Islands,324,14,3,2021
15-03-2021,Marshall Islands,324,15,3,2021
16-03-2021,Marshall Islands,225,16,3,2021
17-03-2021,Marshall Islands,304,17,3,2021
18-03-2021,Marshall Islands,228,18,3,2021
19-03-2021,Marshall Islands,174,19,3,2021
20-03-2021,Marshall Islands,290,20,3,2021
21-03-2021,Marshall Islands,409,21,3,2021
22-03-2021,Marshall Islands,409,22,3,2021
23-03-2021,Marshall Islands,396,23,3,2021
24-03-2021,Marshall Islands,282,24,3,2021
25-03-2021,Marshall Islands,319,25,3,2021
26-03-2021,Marshall Islands,394,26,3,2021
27-03-2021,Marshall Islands,262,27,3,2021
28-03-2021,Marshall Islands,163,28,3,2021
29-03-2021,Marshall Islands,210,29,3,2021
30-03-2021,Marshall Islands,210,30,3,2021
31-03-2021,Marshall Islands,204,31,3,2021
01-04-2021,Marshall Islands,192,1,4,2021
02-04-2021,Marshall Islands,150,2,4,2021
03-04-2021,Marshall Islands,208,3,4,2021
04-04-2021,Marshall Islands,253,4,4,2021
05-04-2021,Marshall Islands,206,5,4,2021
06-04-2021,Marshall Islands,230,6,4,2021
07-04-2021,Marshall Islands,231,7,4,2021
08-04-2021,Marshall Islands,260,8,4,2021
09-04-2021,Marshall Islands,226,9,4,2021
10-04-2021,Marshall Islands,239,10,4,2021
11-04-2021,Marshall Islands,196,11,4,2021
12-04-2021,Marshall Islands,207,12,4,2021
13-04-2021,Marshall Islands,213,13,4,2021
14-04-2021,Marshall Islands,188,14,4,2021
15-04-2021,Marshall Islands,151,15,4,2021
16-04-2021,Marshall Islands,188,16,4,2021
17-04-2021,Marshall Islands,178,17,4,2021
18-04-2021,Marshall Islands,156,18,4,2021
19-04-2021,Marshall Islands,206,19,4,2021
20-04-2021,Marshall Islands,175,20,4,2021
21-04-2021,Marshall Islands,223,21,4,2021
22-04-2021,Marshall Islands,261,22,4,2021
23-04-2021,Marshall Islands,224,23,4,2021
24-04-2021,Marshall Islands,164,24,4,2021
25-04-2021,Marshall Islands,164,25,4,2021
26-04-2021,Marshall Islands,152,26,4,2021
27-04-2021,Marshall Islands,160,27,4,2021
28-04-2021,Marshall Islands,152,28,4,2021
29-04-2021,Marshall Islands,161,29,4,2021
30-04-2021,Marshall Islands,161,30,4,2021
01-05-2021,Marshall Islands,207,1,5,2021
02-05-2021,Marshall Islands,207,2,5,2021
03-05-2021,Marshall Islands,191,3,5,2021
04-05-2021,Marshall Islands,186,4,5,2021
05-05-2021,Marshall Islands,151,5,5,2021
06-05-2021,Marshall Islands,91,6,5,2021
07-05-2021,Marshall Islands,91,7,5,2021
08-05-2021,Marshall Islands,216,8,5,2021
09-05-2021,Marshall Islands,223,9,5,2021
10-05-2021,Marshall Islands,190,10,5,2021
11-05-2021,Marshall Islands,197,11,5,2021
12-05-2021,Marshall Islands,193,12,5,2021
13-05-2021,Marshall Islands,225,13,5,2021
14-05-2021,Marshall Islands,225,14,5,2021
15-05-2021,Marshall Islands,53,15,5,2021
16-05-2021,Marshall Islands,65,16,5,2021
17-05-2021,Marshall Islands,132,17,5,2021
18-05-2021,Marshall Islands,121,18,5,2021
19-05-2021,Marshall Islands,139,19,5,2021
20-05-2021,Marshall Islands,114,20,5,2021
21-05-2021,Marshall Islands,126,21,5,2021
22-05-2021,Marshall Islands,126,22,5,2021
23-05-2021,Marshall Islands,107,23,5,2021
24-05-2021,Marshall Islands,40,24,5,2021
25-05-2021,Marshall Islands,59,25,5,2021
26-05-2021,Marshall Islands,41,26,5,2021
27-05-2021,Marshall Islands,30,27,5,2021
28-05-2021,Marshall Islands,25,28,5,2021
29-05-2021,Marshall Islands,46,29,5,2021
30-05-2021,Marshall Islands,93,30,5,2021
31-05-2021,Marshall Islands,93,31,5,2021
01-06-2021,Marshall Islands,74,1,6,2021
02-06-2021,Marshall Islands,74,2,6,2021
03-06-2021,Marshall Islands,74,3,6,2021
04-06-2021,Marshall Islands,69,4,6,2021
05-06-2021,Marshall Islands,47,5,6,2021
06-06-2021,Marshall Islands,0,6,6,2021
07-06-2021,Marshall Islands,0,7,6,2021
08-06-2021,Marshall Islands,52,8,6,2021
09-06-2021,Marshall Islands,73,9,6,2021
10-06-2021,Marshall Islands,92,10,6,2021
11-06-2021,Marshall Islands,92,11,6,2021
12-06-2021,Marshall Islands,92,12,6,2021
13-06-2021,Marshall Islands,92,13,6,2021
14-06-2021,Marshall Islands,166,14,6,2021
15-06-2021,Marshall Islands,114,15,6,2021
16-06-2021,Marshall Islands,93,16,6,2021
17-06-2021,Marshall Islands,74,17,6,2021
18-06-2021,Marshall Islands,74,18,6,2021
19-06-2021,Marshall Islands,139,19,6,2021
20-06-2021,Marshall Islands,224,20,6,2021
21-06-2021,Marshall Islands,150,21,6,2021
22-06-2021,Marshall Islands,150,22,6,2021
23-06-2021,Marshall Islands,150,23,6,2021
24-06-2021,Marshall Islands,150,24,6,2021
25-06-2021,Marshall Islands,150,25,6,2021
26-06-2021,Marshall Islands,85,26,6,2021
27-06-2021,Marshall Islands,0,27,6,2021
28-06-2021,Marshall Islands,71,28,6,2021
29-06-2021,Marshall Islands,71,29,6,2021
30-06-2021,Marshall Islands,87,30,6,2021
01-07-2021,Marshall Islands,87,1,7,2021
02-07-2021,Marshall Islands,87,2,7,2021
03-07-2021,Marshall Islands,87,3,7,2021
04-07-2021,Marshall Islands,180,4,7,2021
05-07-2021,Marshall Islands,109,5,7,2021
06-07-2021,Marshall Islands,109,6,7,2021
07-07-2021,Marshall Islands,93,7,7,2021
08-07-2021,Marshall Islands,93,8,7,2021
09-07-2021,Marshall Islands,93,9,7,2021
10-07-2021,Marshall Islands,93,10,7,2021
11-07-2021,Marshall Islands,57,11,7,2021
12-07-2021,Marshall Islands,89,12,7,2021
13-07-2021,Marshall Islands,89,13,7,2021
14-07-2021,Marshall Islands,89,14,7,2021
15-07-2021,Marshall Islands,89,15,7,2021
16-07-2021,Marshall Islands,163,16,7,2021
17-07-2021,Marshall Islands,163,17,7,2021
18-07-2021,Marshall Islands,186,18,7,2021
19-07-2021,Marshall Islands,155,19,7,2021
20-07-2021,Marshall Islands,155,20,7,2021
21-07-2021,Marshall Islands,155,21,7,2021
22-07-2021,Marshall Islands,177,22,7,2021
23-07-2021,Marshall Islands,126,23,7,2021
24-07-2021,Marshall Islands,133,24,7,2021
25-07-2021,Marshall Islands,59,25,7,2021
26-07-2021,Marshall Islands,59,26,7,2021
27-07-2021,Marshall Islands,59,27,7,2021
28-07-2021,Marshall Islands,67,28,7,2021
29-07-2021,Marshall Islands,45,29,7,2021
30-07-2021,Marshall Islands,43,30,7,2021
31-07-2021,Marshall Islands,36,31,7,2021
01-08-2021,Marshall Islands,45,1,8,2021
02-08-2021,Marshall Islands,45,2,8,2021
03-08-2021,Marshall Islands,45,3,8,2021
04-08-2021,Marshall Islands,88,4,8,2021
05-08-2021,Marshall Islands,88,5,8,2021
06-08-2021,Marshall Islands,67,6,8,2021
07-08-2021,Marshall Islands,110,7,8,2021
08-08-2021,Marshall Islands,95,8,8,2021
09-08-2021,Marshall Islands,95,9,8,2021
10-08-2021,Marshall Islands,112,10,8,2021
11-08-2021,Marshall Islands,86,11,8,2021
12-08-2021,Marshall Islands,86,12,8,2021
13-08-2021,Marshall Islands,86,13,8,2021
14-08-2021,Marshall Islands,42,14,8,2021
15-08-2021,Marshall Islands,56,15,8,2021
16-08-2021,Marshall Islands,70,16,8,2021
17-08-2021,Marshall Islands,67,17,8,2021
18-08-2021,Marshall Islands,41,18,8,2021
19-08-2021,Marshall Islands,41,19,8,2021
20-08-2021,Marshall Islands,86,20,8,2021
21-08-2021,Marshall Islands,101,21,8,2021
22-08-2021,Marshall Islands,101,22,8,2021
23-08-2021,Marshall Islands,87,23,8,2021
24-08-2021,Marshall Islands,74,24,8,2021
25-08-2021,Marshall Islands,106,25,8,2021
26-08-2021,Marshall Islands,106,26,8,2021
27-08-2021,Marshall Islands,61,27,8,2021
28-08-2021,Marshall Islands,47,28,8,2021
29-08-2021,Marshall Islands,32,29,8,2021
30-08-2021,Marshall Islands,32,30,8,2021
31-08-2021,Marshall Islands,32,31,8,2021
01-09-2021,Marshall Islands,59,1,9,2021
02-09-2021,Marshall Islands,59,2,9,2021
03-09-2021,Marshall Islands,93,3,9,2021
04-09-2021,Marshall Islands,93,4,9,2021
05-09-2021,Marshall Islands,100,5,9,2021
06-09-2021,Marshall Islands,108,6,9,2021
07-09-2021,Marshall Islands,115,7,9,2021
08-09-2021,Marshall Islands,69,8,9,2021
09-09-2021,Marshall Islands,69,9,9,2021
10-09-2021,Marshall Islands,35,10,9,2021
11-09-2021,Marshall Islands,35,11,9,2021
12-09-2021,Marshall Islands,102,12,9,2021
13-09-2021,Marshall Islands,95,13,9,2021
14-09-2021,Marshall Islands,87,14,9,2021
15-09-2021,Marshall Islands,91,15,9,2021
16-09-2021,Marshall Islands,100,16,9,2021
17-09-2021,Marshall Islands,100,17,9,2021
18-09-2021,Marshall Islands,145,18,9,2021
19-09-2021,Marshall Islands,70,19,9,2021
20-09-2021,Marshall Islands,70,20,9,2021
21-09-2021,Marshall Islands,70,21,9,2021
22-09-2021,Marshall Islands,60,22,9,2021
23-09-2021,Marshall Islands,58,23,9,2021
24-09-2021,Marshall Islands,66,24,9,2021
25-09-2021,Marshall Islands,21,25,9,2021
26-09-2021,Marshall Islands,21,26,9,2021
27-09-2021,Marshall Islands,28,27,9,2021
28-09-2021,Marshall Islands,28,28,9,2021
29-09-2021,Marshall Islands,21,29,9,2021
30-09-2021,Marshall Islands,58,30,9,2021
01-10-2021,Marshall Islands,82,1,10,2021
02-10-2021,Marshall Islands,82,2,10,2021
03-10-2021,Marshall Islands,82,3,10,2021
04-10-2021,Marshall Islands,75,4,10,2021
05-10-2021,Marshall Islands,75,5,10,2021
06-10-2021,Marshall Islands,97,6,10,2021
07-10-2021,Marshall Islands,53,7,10,2021
08-10-2021,Marshall Islands,22,8,10,2021
09-10-2021,Marshall Islands,24,9,10,2021
10-10-2021,Marshall Islands,31,10,10,2021
11-10-2021,Marshall Islands,38,11,10,2021
12-10-2021,Marshall Islands,44,12,10,2021
13-10-2021,Marshall Islands,24,13,10,2021
14-10-2021,Marshall Islands,24,14,10,2021
15-10-2021,Marshall Islands,24,15,10,2021
16-10-2021,Marshall Islands,22,16,10,2021
17-10-2021,Marshall Islands,15,17,10,2021
18-10-2021,Marshall Islands,44,18,10,2021
19-10-2021,Marshall Islands,37,19,10,2021
20-10-2021,Marshall Islands,35,20,10,2021
21-10-2021,Marshall Islands,35,21,10,2021
22-10-2021,Marshall Islands,35,22,10,2021
23-10-2021,Marshall Islands,35,23,10,2021
24-10-2021,Marshall Islands,132,24,10,2021
25-10-2021,Marshall Islands,96,25,10,2021
26-10-2021,Marshall Islands,96,26,10,2021
27-10-2021,Marshall Islands,96,27,10,2021
28-10-2021,Marshall Islands,96,28,10,2021
29-10-2021,Marshall Islands,96,29,10,2021
30-10-2021,Marshall Islands,168,30,10,2021
31-10-2021,Marshall Islands,72,31,10,2021
01-11-2021,Marshall Islands,72,1,11,2021
02-11-2021,Marshall Islands,72,2,11,2021
03-11-2021,Marshall Islands,72,3,11,2021
04-11-2021,Marshall Islands,72,4,11,2021
05-11-2021,Marshall Islands,72,5,11,2021
06-11-2021,Marshall Islands,0,6,11,2021
07-11-2021,Marshall Islands,132,7,11,2021
08-11-2021,Marshall Islands,132,8,11,2021
09-11-2021,Marshall Islands,132,9,11,2021
10-11-2021,Marshall Islands,132,10,11,2021
11-11-2021,Marshall Islands,137,11,11,2021
12-11-2021,Marshall Islands,142,12,11,2021
13-11-2021,Marshall Islands,142,13,11,2021
14-11-2021,Marshall Islands,153,14,11,2021
15-11-2021,Marshall Islands,153,15,11,2021
16-11-2021,Marshall Islands,153,16,11,2021
17-11-2021,Marshall Islands,170,17,11,2021
18-11-2021,Marshall Islands,164,18,11,2021
19-11-2021,Marshall Islands,159,19,11,2021
20-11-2021,Marshall Islands,209,20,11,2021
21-11-2021,Marshall Islands,68,21,11,2021
22-11-2021,Marshall Islands,68,22,11,2021
23-11-2021,Marshall Islands,79,23,11,2021
24-11-2021,Marshall Islands,62,24,11,2021
25-11-2021,Marshall Islands,76,25,11,2021
26-11-2021,Marshall Islands,90,26,11,2021
27-11-2021,Marshall Islands,54,27,11,2021
28-11-2021,Marshall Islands,67,28,11,2021
29-11-2021,Marshall Islands,80,29,11,2021
30-11-2021,Marshall Islands,69,30,11,2021
01-12-2021,Marshall Islands,69,1,12,2021
02-12-2021,Marshall Islands,55,2,12,2021
03-12-2021,Marshall Islands,41,3,12,2021
04-12-2021,Marshall Islands,28,4,12,2021
05-12-2021,Marshall Islands,14,5,12,2021
06-12-2021,Marshall Islands,118,6,12,2021
07-12-2021,Marshall Islands,149,7,12,2021
08-12-2021,Marshall Islands,149,8,12,2021
09-12-2021,Marshall Islands,149,9,12,2021
10-12-2021,Marshall Islands,149,10,12,2021
11-12-2021,Marshall Islands,149,11,12,2021
12-12-2021,Marshall Islands,149,12,12,2021
13-12-2021,Marshall Islands,74,13,12,2021
14-12-2021,Marshall Islands,43,14,12,2021
15-12-2021,Marshall Islands,43,15,12,2021
16-12-2021,Marshall Islands,43,16,12,2021
17-12-2021,Marshall Islands,43,17,12,2021
18-12-2021,Marshall Islands,43,18,12,2021
19-12-2021,Marshall Islands,139,19,12,2021
20-12-2021,Marshall Islands,96,20,12,2021
21-12-2021,Marshall Islands,96,21,12,2021
22-12-2021,Marshall Islands,129,22,12,2021
23-12-2021,Marshall Islands,129,23,12,2021
24-12-2021,Marshall Islands,137,24,12,2021
25-12-2021,Marshall Islands,145,25,12,2021
26-12-2021,Marshall Islands,57,26,12,2021
27-12-2021,Marshall Islands,65,27,12,2021
28-12-2021,Marshall Islands,65,28,12,2021
29-12-2021,Marshall Islands,33,29,12,2021
30-12-2021,Marshall Islands,33,30,12,2021
31-12-2021,Marshall Islands,43,31,12,2021
01-01-2022,Marshall Islands,54,1,1,2022
02-01-2022,Marshall Islands,65,2,1,2022
03-01-2022,Marshall Islands,76,3,1,2022
04-01-2022,Marshall Islands,94,4,1,2022
05-01-2022,Marshall Islands,94,5,1,2022
06-01-2022,Marshall Islands,94,6,1,2022
07-01-2022,Marshall Islands,76,7,1,2022
08-01-2022,Marshall Islands,57,8,1,2022
09-01-2022,Marshall Islands,80,9,1,2022
10-01-2022,Marshall Islands,61,10,1,2022
11-01-2022,Marshall Islands,42,11,1,2022
12-01-2022,Marshall Islands,42,12,1,2022
13-01-2022,Marshall Islands,42,13,1,2022
14-01-2022,Marshall Islands,42,14,1,2022
15-01-2022,Marshall Islands,42,15,1,2022
16-01-2022,Marshall Islands,25,16,1,2022
17-01-2022,Marshall Islands,50,17,1,2022
18-01-2022,Marshall Islands,75,18,1,2022
19-01-2022,Marshall Islands,75,19,1,2022
20-01-2022,Marshall Islands,75,20,1,2022
21-01-2022,Marshall Islands,75,21,1,2022
22-01-2022,Marshall Islands,75,22,1,2022
23-01-2022,Marshall Islands,50,23,1,2022
24-01-2022,Marshall Islands,25,24,1,2022
25-01-2022,Marshall Islands,0,25,1,2022
26-01-2022,Marshall Islands,0,26,1,2022
27-01-2022,Marshall Islands,0,27,1,2022
28-01-2022,Marshall Islands,0,28,1,2022
29-01-2022,Marshall Islands,0,29,1,2022
30-01-2022,Marshall Islands,0,30,1,2022
31-01-2022,Marshall Islands,0,31,1,2022
01-02-2022,Marshall Islands,0,1,2,2022
02-02-2022,Marshall Islands,0,2,2,2022
03-02-2022,Marshall Islands,0,3,2,2022
04-02-2022,Marshall Islands,0,4,2,2022
05-02-2022,Marshall Islands,0,5,2,2022
06-02-2022,Marshall Islands,197,6,2,2022
07-02-2022,Marshall Islands,197,7,2,2022
08-02-2022,Marshall Islands,197,8,2,2022
09-02-2022,Marshall Islands,197,9,2,2022
10-02-2022,Marshall Islands,197,10,2,2022
11-02-2022,Marshall Islands,197,11,2,2022
12-02-2022,Marshall Islands,339,12,2,2022
13-02-2022,Marshall Islands,209,13,2,2022
14-02-2022,Marshall Islands,209,14,2,2022
15-02-2022,Marshall Islands,209,15,2,2022
16-02-2022,Marshall Islands,209,16,2,2022
17-02-2022,Marshall Islands,209,17,2,2022
18-02-2022,Marshall Islands,209,18,2,2022
19-02-2022,Marshall Islands,67,19,2,2022
20-02-2022,Marshall Islands,0,20,2,2022
21-02-2022,Marshall Islands,0,21,2,2022
22-02-2022,Marshall Islands,0,22,2,2022
23-02-2022,Marshall Islands,0,23,2,2022
24-02-2022,Marshall Islands,0,24,2,2022
25-02-2022,Marshall Islands,0,25,2,2022
26-02-2022,Marshall Islands,0,26,2,2022
27-02-2022,Marshall Islands,254,27,2,2022
28-02-2022,Marshall Islands,509,28,2,2022
01-03-2022,Marshall Islands,509,1,3,2022
02-03-2022,Marshall Islands,509,2,3,2022
03-03-2022,Marshall Islands,509,3,3,2022
04-03-2022,Marshall Islands,509,4,3,2022
05-03-2022,Marshall Islands,509,5,3,2022
06-03-2022,Marshall Islands,471,6,3,2022
07-03-2022,Marshall Islands,217,7,3,2022
08-03-2022,Marshall Islands,217,8,3,2022
09-03-2022,Marshall Islands,277,9,3,2022
10-03-2022,Marshall Islands,277,10,3,2022
11-03-2022,Marshall Islands,277,11,3,2022
12-03-2022,Marshall Islands,277,12,3,2022
13-03-2022,Marshall Islands,60,13,3,2022
14-03-2022,Marshall Islands,60,14,3,2022
15-03-2022,Marshall Islands,60,15,3,2022
16-03-2022,Marshall Islands,0,16,3,2022
17-03-2022,Marshall Islands,0,17,3,2022
18-03-2022,Marshall Islands,0,18,3,2022
19-03-2022,Marshall Islands,0,19,3,2022
20-03-2022,Marshall Islands,0,20,3,2022
21-03-2022,Marshall Islands,25,21,3,2022
22-03-2022,Marshall Islands,25,22,3,2022
23-03-2022,Marshall Islands,75,23,3,2022
24-03-2022,Marshall Islands,75,24,3,2022
25-03-2022,Marshall Islands,75,25,3,2022
26-03-2022,Marshall Islands,75,26,3,2022
27-03-2022,Marshall Islands,94,27,3,2022
28-03-2022,Marshall Islands,69,28,3,2022
29-03-2022,Marshall Islands,69,29,3,2022
30-03-2022,Marshall Islands,19,30,3,2022
31-03-2022,Marshall Islands,19,31,3,2022
01-04-2022,Marshall Islands,19,1,4,2022
02-04-2022,Marshall Islands,319,2,4,2022
03-04-2022,Marshall Islands,350,3,4,2022
04-04-2022,Marshall Islands,350,4,4,2022
05-04-2022,Marshall Islands,350,5,4,2022
06-04-2022,Marshall Islands,350,6,4,2022
07-04-2022,Marshall Islands,350,7,4,2022
08-04-2022,Marshall Islands,350,8,4,2022
09-04-2022,Marshall Islands,51,9,4,2022
10-04-2022,Marshall Islands,342,10,4,2022
11-04-2022,Marshall Islands,357,11,4,2022
12-04-2022,Marshall Islands,375,12,4,2022
13-04-2022,Marshall Islands,388,13,4,2022
14-04-2022,Marshall Islands,388,14,4,2022
15-04-2022,Marshall Islands,456,15,4,2022
16-04-2022,Marshall Islands,461,16,4,2022
17-04-2022,Marshall Islands,124,17,4,2022
18-04-2022,Marshall Islands,108,18,4,2022
19-04-2022,Marshall Islands,142,19,4,2022
20-04-2022,Marshall Islands,129,20,4,2022
21-04-2022,Marshall Islands,129,21,4,2022
22-04-2022,Marshall Islands,61,22,4,2022
23-04-2022,Marshall Islands,56,23,4,2022
24-04-2022,Marshall Islands,104,24,4,2022
25-04-2022,Marshall Islands,104,25,4,2022
26-04-2022,Marshall Islands,75,26,4,2022
27-04-2022,Marshall Islands,75,27,4,2022
28-04-2022,Marshall Islands,75,28,4,2022
29-04-2022,Marshall Islands,75,29,4,2022
30-04-2022,Marshall Islands,221,30,4,2022
01-05-2022,Marshall Islands,169,1,5,2022
02-05-2022,Marshall Islands,169,2,5,2022
03-05-2022,Marshall Islands,146,3,5,2022
04-05-2022,Marshall Islands,146,4,5,2022
05-05-2022,Marshall Islands,146,5,5,2022
06-05-2022,Marshall Islands,146,6,5,2022
07-05-2022,Marshall Islands,0,7,5,2022
08-05-2022,Marshall Islands,267,8,5,2022
09-05-2022,Marshall Islands,267,9,5,2022
10-05-2022,Marshall Islands,267,10,5,2022
11-05-2022,Marshall Islands,267,11,5,2022
12-05-2022,Marshall Islands,267,12,5,2022
13-05-2022,Marshall Islands,267,13,5,2022
14-05-2022,Marshall Islands,267,14,5,2022
15-05-2022,Marshall Islands,239,15,5,2022
16-05-2022,Marshall Islands,239,16,5,2022
17-05-2022,Marshall Islands,239,17,5,2022
18-05-2022,Marshall Islands,239,18,5,2022
19-05-2022,Marshall Islands,239,19,5,2022
20-05-2022,Marshall Islands,290,20,5,2022
21-05-2022,Marshall Islands,290,21,5,2022
22-05-2022,Marshall Islands,73,22,5,2022
23-05-2022,Marshall Islands,136,23,5,2022
24-05-2022,Marshall Islands,144,24,5,2022
25-05-2022,Marshall Islands,181,25,5,2022
26-05-2022,Marshall Islands,181,26,5,2022
27-05-2022,Marshall Islands,130,27,5,2022
28-05-2022,Marshall Islands,155,28,5,2022
29-05-2022,Marshall Islands,158,29,5,2022
30-05-2022,Marshall Islands,120,30,5,2022
31-05-2022,Marshall Islands,137,31,5,2022
01-06-2022,Marshall Islands,100,1,6,2022
02-06-2022,Marshall Islands,164,2,6,2022
03-06-2022,Marshall Islands,164,3,6,2022
04-06-2022,Marshall Islands,139,4,6,2022
05-06-2022,Marshall Islands,194,5,6,2022
06-06-2022,Marshall Islands,169,6,6,2022
07-06-2022,Marshall Islands,185,7,6,2022
08-06-2022,Marshall Islands,185,8,6,2022
09-06-2022,Marshall Islands,166,9,6,2022
10-06-2022,Marshall Islands,166,10,6,2022
11-06-2022,Marshall Islands,166,11,6,2022
12-06-2022,Marshall Islands,86,12,6,2022
13-06-2022,Marshall Islands,86,13,6,2022
14-06-2022,Marshall Islands,45,14,6,2022
15-06-2022,Marshall Islands,153,15,6,2022
16-06-2022,Marshall Islands,108,16,6,2022
17-06-2022,Marshall Islands,123,17,6,2022
18-06-2022,Marshall Islands,137,18,6,2022
19-06-2022,Marshall Islands,151,19,6,2022
20-06-2022,Marshall Islands,166,20,6,2022
21-06-2022,Marshall Islands,180,21,6,2022
22-06-2022,Marshall Islands,86,22,6,2022
23-06-2022,Marshall Islands,106,23,6,2022
24-06-2022,Marshall Islands,112,24,6,2022
25-06-2022,Marshall Islands,117,25,6,2022
26-06-2022,Marshall Islands,123,26,6,2022
27-06-2022,Marshall Islands,128,27,6,2022
28-06-2022,Marshall Islands,133,28,6,2022
29-06-2022,Marshall Islands,139,29,6,2022
30-06-2022,Marshall Islands,134,30,6,2022
01-07-2022,Marshall Islands,130,1,7,2022
02-07-2022,Marshall Islands,125,2,7,2022
03-07-2022,Marshall Islands,120,3,7,2022
04-07-2022,Marshall Islands,116,4,7,2022
05-07-2022,Marshall Islands,111,5,7,2022
06-07-2022,Marshall Islands,106,6,7,2022
07-07-2022,Marshall Islands,95,7,7,2022
08-07-2022,Marshall Islands,83,8,7,2022
09-07-2022,Marshall Islands,72,9,7,2022
10-07-2022,Marshall Islands,60,10,7,2022
11-07-2022,Marshall Islands,48,11,7,2022
12-07-2022,Marshall Islands,37,12,7,2022
13-07-2022,Marshall Islands,25,13,7,2022
14-07-2022,Marshall Islands,45,14,7,2022
15-07-2022,Marshall Islands,64,15,7,2022
16-07-2022,Marshall Islands,83,16,7,2022
17-07-2022,Marshall Islands,103,17,7,2022
18-07-2022,Marshall Islands,122,18,7,2022
19-07-2022,Marshall Islands,142,19,7,2022
20-07-2022,Marshall Islands,161,20,7,2022
21-07-2022,Marshall Islands,197,21,7,2022
22-07-2022,Marshall Islands,233,22,7,2022
23-07-2022,Marshall Islands,269,23,7,2022
24-07-2022,Marshall Islands,305,24,7,2022
25-07-2022,Marshall Islands,341,25,7,2022
26-07-2022,Marshall Islands,377,26,7,2022
27-07-2022,Marshall Islands,413,27,7,2022
28-07-2022,Marshall Islands,354,28,7,2022
29-07-2022,Marshall Islands,295,29,7,2022
30-07-2022,Marshall Islands,236,30,7,2022
31-07-2022,Marshall Islands,177,31,7,2022
01-08-2022,Marshall Islands,118,1,8,2022
02-08-2022,Marshall Islands,59,2,8,2022
03-08-2022,Marshall Islands,0,3,8,2022
04-08-2022,Marshall Islands,29,4,8,2022
05-08-2022,Marshall Islands,58,5,8,2022
06-08-2022,Marshall Islands,87,6,8,2022
07-08-2022,Marshall Islands,116,7,8,2022
08-08-2022,Marshall Islands,145,8,8,2022
09-08-2022,Marshall Islands,174,9,8,2022
10-08-2022,Marshall Islands,203,10,8,2022
11-08-2022,Marshall Islands,188,11,8,2022
12-08-2022,Marshall Islands,174,12,8,2022
13-08-2022,Marshall Islands,159,13,8,2022
14-08-2022,Marshall Islands,144,14,8,2022
15-08-2022,Marshall Islands,130,15,8,2022
16-08-2022,Marshall Islands,115,16,8,2022
17-08-2022,Marshall Islands,101,17,8,2022
18-08-2022,Marshall Islands,86,18,8,2022
19-08-2022,Marshall Islands,72,19,8,2022
20-08-2022,Marshall Islands,58,20,8,2022
21-08-2022,Marshall Islands,43,21,8,2022
22-08-2022,Marshall Islands,29,22,8,2022
23-08-2022,Marshall Islands,14,23,8,2022
24-08-2022,Marshall Islands,0,24,8,2022
25-08-2022,Marshall Islands,38,25,8,2022
26-08-2022,Marshall Islands,77,26,8,2022
27-08-2022,Marshall Islands,115,27,8,2022
28-08-2022,Marshall Islands,153,28,8,2022
29-08-2022,Marshall Islands,192,29,8,2022
30-08-2022,Marshall Islands,230,30,8,2022
31-08-2022,Marshall Islands,268,31,8,2022
01-09-2022,Marshall Islands,290,1,9,2022
02-09-2022,Marshall Islands,312,2,9,2022
03-09-2022,Marshall Islands,334,3,9,2022
04-09-2022,Marshall Islands,356,4,9,2022
05-09-2022,Marshall Islands,378,5,9,2022
06-09-2022,Marshall Islands,400,6,9,2022
07-09-2022,Marshall Islands,422,7,9,2022
08-09-2022,Marshall Islands,361,8,9,2022
09-09-2022,Marshall Islands,301,9,9,2022
10-09-2022,Marshall Islands,241,10,9,2022
11-09-2022,Marshall Islands,181,11,9,2022
12-09-2022,Marshall Islands,120,12,9,2022
