date,State,daily_vaccinations,day,month,year
12-01-2021,Alabama,,12,1,2021
13-01-2021,Alabama,5906,13,1,2021
14-01-2021,Alabama,7083,14,1,2021
15-01-2021,Alabama,7478,15,1,2021
16-01-2021,Alabama,7498,16,1,2021
17-01-2021,Alabama,7509,17,1,2021
18-01-2021,Alabama,7517,18,1,2021
19-01-2021,Alabama,7523,19,1,2021
20-01-2021,Alabama,7880,20,1,2021
21-01-2021,Alabama,10517,21,1,2021
22-01-2021,Alabama,14107,22,1,2021
23-01-2021,Alabama,16202,23,1,2021
24-01-2021,Alabama,18294,24,1,2021
25-01-2021,Alabama,18196,25,1,2021
26-01-2021,Alabama,17738,26,1,2021
27-01-2021,Alabama,18178,27,1,2021
28-01-2021,Alabama,16153,28,1,2021
29-01-2021,Alabama,14514,29,1,2021
30-01-2021,Alabama,17271,30,1,2021
31-01-2021,Alabama,15748,31,1,2021
01-02-2021,Alabama,15381,1,2,2021
02-02-2021,Alabama,16703,2,2,2021
03-02-2021,Alabama,17414,3,2,2021
04-02-2021,Alabama,18491,4,2,2021
05-02-2021,Alabama,18526,5,2,2021
06-02-2021,Alabama,16105,6,2,2021
07-02-2021,Alabama,15480,7,2,2021
08-02-2021,Alabama,15622,8,2,2021
09-02-2021,Alabama,17012,9,2,2021
10-02-2021,Alabama,18209,10,2,2021
11-02-2021,Alabama,19258,11,2,2021
12-02-2021,Alabama,20074,12,2,2021
13-02-2021,Alabama,20855,13,2,2021
14-02-2021,Alabama,21417,14,2,2021
15-02-2021,Alabama,22405,15,2,2021
16-02-2021,Alabama,20816,16,2,2021
17-02-2021,Alabama,19174,17,2,2021
18-02-2021,Alabama,18400,18,2,2021
19-02-2021,Alabama,24002,19,2,2021
20-02-2021,Alabama,25111,20,2,2021
21-02-2021,Alabama,25194,21,2,2021
22-02-2021,Alabama,24164,22,2,2021
23-02-2021,Alabama,25489,23,2,2021
24-02-2021,Alabama,27098,24,2,2021
25-02-2021,Alabama,27531,25,2,2021
26-02-2021,Alabama,22104,26,2,2021
27-02-2021,Alabama,22022,27,2,2021
28-02-2021,Alabama,21984,28,2,2021
01-03-2021,Alabama,22111,1,3,2021
02-03-2021,Alabama,22436,2,3,2021
03-03-2021,Alabama,22904,3,3,2021
04-03-2021,Alabama,23916,4,3,2021
05-03-2021,Alabama,24388,5,3,2021
06-03-2021,Alabama,24087,6,3,2021
07-03-2021,Alabama,23947,7,3,2021
08-03-2021,Alabama,24040,8,3,2021
09-03-2021,Alabama,24118,9,3,2021
10-03-2021,Alabama,24827,10,3,2021
11-03-2021,Alabama,25376,11,3,2021
12-03-2021,Alabama,26375,12,3,2021
13-03-2021,Alabama,26935,13,3,2021
14-03-2021,Alabama,26926,14,3,2021
15-03-2021,Alabama,27106,15,3,2021
16-03-2021,Alabama,27331,16,3,2021
17-03-2021,Alabama,27167,17,3,2021
18-03-2021,Alabama,25752,18,3,2021
19-03-2021,Alabama,25356,19,3,2021
20-03-2021,Alabama,24649,20,3,2021
21-03-2021,Alabama,24865,21,3,2021
22-03-2021,Alabama,24693,22,3,2021
23-03-2021,Alabama,25307,23,3,2021
24-03-2021,Alabama,25490,24,3,2021
25-03-2021,Alabama,27004,25,3,2021
26-03-2021,Alabama,26387,26,3,2021
27-03-2021,Alabama,26439,27,3,2021
28-03-2021,Alabama,26634,28,3,2021
29-03-2021,Alabama,26759,29,3,2021
30-03-2021,Alabama,26885,30,3,2021
31-03-2021,Alabama,26617,31,3,2021
01-04-2021,Alabama,27555,1,4,2021
02-04-2021,Alabama,28865,2,4,2021
03-04-2021,Alabama,28769,3,4,2021
04-04-2021,Alabama,28533,4,4,2021
05-04-2021,Alabama,28325,5,4,2021
06-04-2021,Alabama,28468,6,4,2021
07-04-2021,Alabama,29498,7,4,2021
08-04-2021,Alabama,29195,8,4,2021
09-04-2021,Alabama,29696,9,4,2021
10-04-2021,Alabama,31155,10,4,2021
11-04-2021,Alabama,31967,11,4,2021
12-04-2021,Alabama,32519,12,4,2021
13-04-2021,Alabama,32914,13,4,2021
14-04-2021,Alabama,33381,14,4,2021
15-04-2021,Alabama,33007,15,4,2021
16-04-2021,Alabama,32034,16,4,2021
17-04-2021,Alabama,30766,17,4,2021
18-04-2021,Alabama,29953,18,4,2021
19-04-2021,Alabama,29296,19,4,2021
20-04-2021,Alabama,28635,20,4,2021
21-04-2021,Alabama,27377,21,4,2021
22-04-2021,Alabama,26702,22,4,2021
23-04-2021,Alabama,26294,23,4,2021
24-04-2021,Alabama,25832,24,4,2021
25-04-2021,Alabama,25590,25,4,2021
26-04-2021,Alabama,25809,26,4,2021
27-04-2021,Alabama,24561,27,4,2021
28-04-2021,Alabama,23898,28,4,2021
29-04-2021,Alabama,23662,29,4,2021
30-04-2021,Alabama,23076,30,4,2021
01-05-2021,Alabama,22271,1,5,2021
02-05-2021,Alabama,21615,2,5,2021
03-05-2021,Alabama,21299,3,5,2021
04-05-2021,Alabama,20711,4,5,2021
05-05-2021,Alabama,20444,5,5,2021
06-05-2021,Alabama,16178,6,5,2021
07-05-2021,Alabama,19313,7,5,2021
08-05-2021,Alabama,20088,8,5,2021
09-05-2021,Alabama,20784,9,5,2021
10-05-2021,Alabama,20899,10,5,2021
11-05-2021,Alabama,18461,11,5,2021
12-05-2021,Alabama,17244,12,5,2021
13-05-2021,Alabama,22667,13,5,2021
14-05-2021,Alabama,19034,14,5,2021
15-05-2021,Alabama,17613,15,5,2021
16-05-2021,Alabama,16843,16,5,2021
17-05-2021,Alabama,16077,17,5,2021
18-05-2021,Alabama,18807,18,5,2021
19-05-2021,Alabama,16353,19,5,2021
20-05-2021,Alabama,15330,20,5,2021
21-05-2021,Alabama,12271,21,5,2021
22-05-2021,Alabama,11621,22,5,2021
23-05-2021,Alabama,13689,23,5,2021
24-05-2021,Alabama,13704,24,5,2021
25-05-2021,Alabama,12970,25,5,2021
26-05-2021,Alabama,13786,26,5,2021
27-05-2021,Alabama,9747,27,5,2021
28-05-2021,Alabama,10188,28,5,2021
29-05-2021,Alabama,8268,29,5,2021
30-05-2021,Alabama,5646,30,5,2021
31-05-2021,Alabama,5683,31,5,2021
01-06-2021,Alabama,3704,1,6,2021
02-06-2021,Alabama,3239,2,6,2021
03-06-2021,Alabama,2615,3,6,2021
04-06-2021,Alabama,2280,4,6,2021
05-06-2021,Alabama,1770,5,6,2021
06-06-2021,Alabama,1943,6,6,2021
07-06-2021,Alabama,2079,7,6,2021
08-06-2021,Alabama,2080,8,6,2021
09-06-2021,Alabama,2172,9,6,2021
10-06-2021,Alabama,5508,10,6,2021
11-06-2021,Alabama,6526,11,6,2021
12-06-2021,Alabama,10318,12,6,2021
13-06-2021,Alabama,11370,13,6,2021
14-06-2021,Alabama,13099,14,6,2021
15-06-2021,Alabama,13261,15,6,2021
16-06-2021,Alabama,14474,16,6,2021
17-06-2021,Alabama,27005,17,6,2021
18-06-2021,Alabama,25126,18,6,2021
19-06-2021,Alabama,24302,19,6,2021
20-06-2021,Alabama,23935,20,6,2021
21-06-2021,Alabama,22477,21,6,2021
22-06-2021,Alabama,23099,22,6,2021
23-06-2021,Alabama,22442,23,6,2021
24-06-2021,Alabama,7919,24,6,2021
25-06-2021,Alabama,7804,25,6,2021
26-06-2021,Alabama,5983,26,6,2021
27-06-2021,Alabama,6848,27,6,2021
28-06-2021,Alabama,8024,28,6,2021
29-06-2021,Alabama,8365,29,6,2021
30-06-2021,Alabama,7387,30,6,2021
01-07-2021,Alabama,8098,1,7,2021
02-07-2021,Alabama,8095,2,7,2021
03-07-2021,Alabama,9263,3,7,2021
04-07-2021,Alabama,7416,4,7,2021
05-07-2021,Alabama,6512,5,7,2021
06-07-2021,Alabama,6066,6,7,2021
07-07-2021,Alabama,6533,7,7,2021
08-07-2021,Alabama,5299,8,7,2021
09-07-2021,Alabama,6138,9,7,2021
10-07-2021,Alabama,4703,10,7,2021
11-07-2021,Alabama,5711,11,7,2021
12-07-2021,Alabama,4974,12,7,2021
13-07-2021,Alabama,5999,13,7,2021
14-07-2021,Alabama,5452,14,7,2021
15-07-2021,Alabama,6524,15,7,2021
16-07-2021,Alabama,6642,16,7,2021
17-07-2021,Alabama,5766,17,7,2021
18-07-2021,Alabama,5850,18,7,2021
19-07-2021,Alabama,6658,19,7,2021
20-07-2021,Alabama,5286,20,7,2021
21-07-2021,Alabama,7309,21,7,2021
22-07-2021,Alabama,6640,22,7,2021
23-07-2021,Alabama,5687,23,7,2021
24-07-2021,Alabama,7004,24,7,2021
25-07-2021,Alabama,7656,25,7,2021
26-07-2021,Alabama,8403,26,7,2021
27-07-2021,Alabama,8999,27,7,2021
28-07-2021,Alabama,10285,28,7,2021
29-07-2021,Alabama,9048,29,7,2021
30-07-2021,Alabama,13131,30,7,2021
31-07-2021,Alabama,11839,31,7,2021
01-08-2021,Alabama,12483,1,8,2021
02-08-2021,Alabama,10929,2,8,2021
03-08-2021,Alabama,14341,3,8,2021
04-08-2021,Alabama,12655,4,8,2021
05-08-2021,Alabama,13301,5,8,2021
06-08-2021,Alabama,13458,6,8,2021
07-08-2021,Alabama,16042,7,8,2021
08-08-2021,Alabama,13663,8,8,2021
09-08-2021,Alabama,15512,9,8,2021
10-08-2021,Alabama,13748,10,8,2021
11-08-2021,Alabama,12408,11,8,2021
12-08-2021,Alabama,13944,12,8,2021
13-08-2021,Alabama,11871,13,8,2021
14-08-2021,Alabama,9995,14,8,2021
15-08-2021,Alabama,13252,15,8,2021
16-08-2021,Alabama,14773,16,8,2021
17-08-2021,Alabama,13883,17,8,2021
18-08-2021,Alabama,15110,18,8,2021
19-08-2021,Alabama,15604,19,8,2021
20-08-2021,Alabama,17784,20,8,2021
21-08-2021,Alabama,19583,21,8,2021
22-08-2021,Alabama,17685,22,8,2021
23-08-2021,Alabama,18217,23,8,2021
24-08-2021,Alabama,19312,24,8,2021
25-08-2021,Alabama,18264,25,8,2021
26-08-2021,Alabama,18661,26,8,2021
27-08-2021,Alabama,22298,27,8,2021
28-08-2021,Alabama,23765,28,8,2021
29-08-2021,Alabama,25900,29,8,2021
30-08-2021,Alabama,24211,30,8,2021
31-08-2021,Alabama,24699,31,8,2021
01-09-2021,Alabama,24661,1,9,2021
02-09-2021,Alabama,24273,2,9,2021
03-09-2021,Alabama,19104,3,9,2021
04-09-2021,Alabama,19534,4,9,2021
05-09-2021,Alabama,17362,5,9,2021
06-09-2021,Alabama,16486,6,9,2021
07-09-2021,Alabama,14495,7,9,2021
08-09-2021,Alabama,16185,8,9,2021
09-09-2021,Alabama,13915,9,9,2021
10-09-2021,Alabama,15621,10,9,2021
11-09-2021,Alabama,11805,11,9,2021
12-09-2021,Alabama,13502,12,9,2021
13-09-2021,Alabama,13309,13,9,2021
14-09-2021,Alabama,13117,14,9,2021
15-09-2021,Alabama,12798,15,9,2021
16-09-2021,Alabama,14739,16,9,2021
17-09-2021,Alabama,13666,17,9,2021
18-09-2021,Alabama,13521,18,9,2021
19-09-2021,Alabama,13110,19,9,2021
20-09-2021,Alabama,13467,20,9,2021
21-09-2021,Alabama,14455,21,9,2021
22-09-2021,Alabama,13959,22,9,2021
23-09-2021,Alabama,11848,23,9,2021
24-09-2021,Alabama,9407,24,9,2021
25-09-2021,Alabama,12063,25,9,2021
26-09-2021,Alabama,11464,26,9,2021
27-09-2021,Alabama,11207,27,9,2021
28-09-2021,Alabama,11482,28,9,2021
29-09-2021,Alabama,10615,29,9,2021
30-09-2021,Alabama,12950,30,9,2021
01-10-2021,Alabama,12213,1,10,2021
02-10-2021,Alabama,10431,2,10,2021
03-10-2021,Alabama,11389,3,10,2021
04-10-2021,Alabama,12178,4,10,2021
05-10-2021,Alabama,10470,5,10,2021
06-10-2021,Alabama,11500,6,10,2021
07-10-2021,Alabama,10200,7,10,2021
08-10-2021,Alabama,12874,8,10,2021
09-10-2021,Alabama,12248,9,10,2021
10-10-2021,Alabama,10555,10,10,2021
11-10-2021,Alabama,9810,11,10,2021
12-10-2021,Alabama,10399,12,10,2021
13-10-2021,Alabama,9344,13,10,2021
14-10-2021,Alabama,9374,14,10,2021
15-10-2021,Alabama,7567,15,10,2021
16-10-2021,Alabama,8299,16,10,2021
17-10-2021,Alabama,9191,17,10,2021
18-10-2021,Alabama,8804,18,10,2021
19-10-2021,Alabama,8127,19,10,2021
20-10-2021,Alabama,8968,20,10,2021
21-10-2021,Alabama,9029,21,10,2021
22-10-2021,Alabama,9226,22,10,2021
23-10-2021,Alabama,10252,23,10,2021
24-10-2021,Alabama,8961,24,10,2021
25-10-2021,Alabama,9136,25,10,2021
26-10-2021,Alabama,9345,26,10,2021
27-10-2021,Alabama,11756,27,10,2021
28-10-2021,Alabama,13482,28,10,2021
29-10-2021,Alabama,14997,29,10,2021
30-10-2021,Alabama,15237,30,10,2021
31-10-2021,Alabama,15520,31,10,2021
01-11-2021,Alabama,15857,1,11,2021
02-11-2021,Alabama,15764,2,11,2021
03-11-2021,Alabama,15306,3,11,2021
04-11-2021,Alabama,14124,4,11,2021
05-11-2021,Alabama,13148,5,11,2021
06-11-2021,Alabama,11039,6,11,2021
07-11-2021,Alabama,12293,7,11,2021
08-11-2021,Alabama,12389,8,11,2021
09-11-2021,Alabama,12146,9,11,2021
10-11-2021,Alabama,11767,10,11,2021
11-11-2021,Alabama,10202,11,11,2021
12-11-2021,Alabama,8684,12,11,2021
13-11-2021,Alabama,9606,13,11,2021
14-11-2021,Alabama,12277,14,11,2021
15-11-2021,Alabama,12179,15,11,2021
16-11-2021,Alabama,12435,16,11,2021
17-11-2021,Alabama,11822,17,11,2021
18-11-2021,Alabama,15450,18,11,2021
19-11-2021,Alabama,16085,19,11,2021
20-11-2021,Alabama,18294,20,11,2021
21-11-2021,Alabama,14173,21,11,2021
22-11-2021,Alabama,14043,22,11,2021
23-11-2021,Alabama,15493,23,11,2021
24-11-2021,Alabama,16222,24,11,2021
25-11-2021,Alabama,13285,25,11,2021
26-11-2021,Alabama,13342,26,11,2021
27-11-2021,Alabama,10664,27,11,2021
28-11-2021,Alabama,10771,28,11,2021
29-11-2021,Alabama,10573,29,11,2021
30-11-2021,Alabama,10309,30,11,2021
01-12-2021,Alabama,9745,1,12,2021
02-12-2021,Alabama,10077,2,12,2021
03-12-2021,Alabama,13661,3,12,2021
04-12-2021,Alabama,13911,4,12,2021
05-12-2021,Alabama,16280,5,12,2021
06-12-2021,Alabama,17078,6,12,2021
07-12-2021,Alabama,16575,7,12,2021
08-12-2021,Alabama,16242,8,12,2021
09-12-2021,Alabama,15809,9,12,2021
10-12-2021,Alabama,14696,10,12,2021
11-12-2021,Alabama,15825,11,12,2021
12-12-2021,Alabama,13187,12,12,2021
13-12-2021,Alabama,12592,13,12,2021
14-12-2021,Alabama,12955,14,12,2021
15-12-2021,Alabama,12461,15,12,2021
16-12-2021,Alabama,12246,16,12,2021
17-12-2021,Alabama,11333,17,12,2021
18-12-2021,Alabama,10925,18,12,2021
19-12-2021,Alabama,10850,19,12,2021
20-12-2021,Alabama,10521,20,12,2021
21-12-2021,Alabama,9946,21,12,2021
22-12-2021,Alabama,10162,22,12,2021
23-12-2021,Alabama,11966,23,12,2021
24-12-2021,Alabama,10848,24,12,2021
25-12-2021,Alabama,10315,25,12,2021
26-12-2021,Alabama,11100,26,12,2021
27-12-2021,Alabama,11665,27,12,2021
28-12-2021,Alabama,12304,28,12,2021
29-12-2021,Alabama,10989,29,12,2021
30-12-2021,Alabama,10702,30,12,2021
31-12-2021,Alabama,10722,31,12,2021
01-01-2022,Alabama,10742,1,1,2022
02-01-2022,Alabama,10762,2,1,2022
03-01-2022,Alabama,10782,3,1,2022
04-01-2022,Alabama,10478,4,1,2022
05-01-2022,Alabama,10508,5,1,2022
06-01-2022,Alabama,10216,6,1,2022
07-01-2022,Alabama,10761,7,1,2022
08-01-2022,Alabama,11075,8,1,2022
09-01-2022,Alabama,10685,9,1,2022
10-01-2022,Alabama,10694,10,1,2022
11-01-2022,Alabama,9863,11,1,2022
12-01-2022,Alabama,11391,12,1,2022
13-01-2022,Alabama,10884,13,1,2022
14-01-2022,Alabama,12112,14,1,2022
15-01-2022,Alabama,11767,15,1,2022
16-01-2022,Alabama,11336,16,1,2022
17-01-2022,Alabama,10506,17,1,2022
18-01-2022,Alabama,10516,18,1,2022
19-01-2022,Alabama,9616,19,1,2022
20-01-2022,Alabama,8518,20,1,2022
21-01-2022,Alabama,8041,21,1,2022
22-01-2022,Alabama,6550,22,1,2022
23-01-2022,Alabama,13957,23,1,2022
24-01-2022,Alabama,13515,24,1,2022
25-01-2022,Alabama,14113,25,1,2022
26-01-2022,Alabama,14940,26,1,2022
27-01-2022,Alabama,14830,27,1,2022
28-01-2022,Alabama,13706,28,1,2022
29-01-2022,Alabama,13907,29,1,2022
30-01-2022,Alabama,6833,30,1,2022
31-01-2022,Alabama,7091,31,1,2022
01-02-2022,Alabama,6413,1,2,2022
02-02-2022,Alabama,5139,2,2,2022
03-02-2022,Alabama,5712,3,2,2022
04-02-2022,Alabama,4903,4,2,2022
05-02-2022,Alabama,5439,5,2,2022
06-02-2022,Alabama,4933,6,2,2022
07-02-2022,Alabama,4811,7,2,2022
08-02-2022,Alabama,5200,8,2,2022
09-02-2022,Alabama,5211,9,2,2022
10-02-2022,Alabama,4544,10,2,2022
11-02-2022,Alabama,4770,11,2,2022
12-02-2022,Alabama,4724,12,2,2022
13-02-2022,Alabama,4357,13,2,2022
14-02-2022,Alabama,4363,14,2,2022
15-02-2022,Alabama,4360,15,2,2022
16-02-2022,Alabama,3812,16,2,2022
17-02-2022,Alabama,8113,17,2,2022
18-02-2022,Alabama,7446,18,2,2022
19-02-2022,Alabama,6894,19,2,2022
20-02-2022,Alabama,7397,20,2,2022
21-02-2022,Alabama,7662,21,2,2022
22-02-2022,Alabama,7318,22,2,2022
23-02-2022,Alabama,7251,23,2,2022
24-02-2022,Alabama,3306,24,2,2022
25-02-2022,Alabama,3366,25,2,2022
26-02-2022,Alabama,3689,26,2,2022
27-02-2022,Alabama,3350,27,2,2022
28-02-2022,Alabama,3011,28,2,2022
01-03-2022,Alabama,2519,1,3,2022
02-03-2022,Alabama,3145,2,3,2022
03-03-2022,Alabama,2993,3,3,2022
04-03-2022,Alabama,3008,4,3,2022
05-03-2022,Alabama,2945,5,3,2022
06-03-2022,Alabama,2606,6,3,2022
07-03-2022,Alabama,2534,7,3,2022
08-03-2022,Alabama,2463,8,3,2022
09-03-2022,Alabama,2083,9,3,2022
10-03-2022,Alabama,2320,10,3,2022
11-03-2022,Alabama,2165,11,3,2022
12-03-2022,Alabama,2130,12,3,2022
13-03-2022,Alabama,2252,13,3,2022
14-03-2022,Alabama,2184,14,3,2022
15-03-2022,Alabama,2324,15,3,2022
16-03-2022,Alabama,2386,16,3,2022
17-03-2022,Alabama,2087,17,3,2022
18-03-2022,Alabama,2050,18,3,2022
19-03-2022,Alabama,1955,19,3,2022
20-03-2022,Alabama,2068,20,3,2022
21-03-2022,Alabama,1973,21,3,2022
22-03-2022,Alabama,1722,22,3,2022
23-03-2022,Alabama,1583,23,3,2022
24-03-2022,Alabama,1556,24,3,2022
25-03-2022,Alabama,1522,25,3,2022
26-03-2022,Alabama,1526,26,3,2022
27-03-2022,Alabama,1291,27,3,2022
28-03-2022,Alabama,1177,28,3,2022
29-03-2022,Alabama,1658,29,3,2022
30-03-2022,Alabama,1650,30,3,2022
31-03-2022,Alabama,1974,31,3,2022
01-04-2022,Alabama,2199,1,4,2022
02-04-2022,Alabama,2565,2,4,2022
03-04-2022,Alabama,2699,3,4,2022
04-04-2022,Alabama,3125,4,4,2022
05-04-2022,Alabama,3230,5,4,2022
06-04-2022,Alabama,3272,6,4,2022
07-04-2022,Alabama,3662,7,4,2022
08-04-2022,Alabama,3848,8,4,2022
09-04-2022,Alabama,3885,9,4,2022
10-04-2022,Alabama,3755,10,4,2022
11-04-2022,Alabama,3756,11,4,2022
12-04-2022,Alabama,3866,12,4,2022
13-04-2022,Alabama,4249,13,4,2022
14-04-2022,Alabama,3936,14,4,2022
15-04-2022,Alabama,4057,15,4,2022
16-04-2022,Alabama,4330,16,4,2022
17-04-2022,Alabama,5288,17,4,2022
18-04-2022,Alabama,5328,18,4,2022
19-04-2022,Alabama,4796,19,4,2022
20-04-2022,Alabama,4527,20,4,2022
21-04-2022,Alabama,4948,21,4,2022
22-04-2022,Alabama,4741,22,4,2022
23-04-2022,Alabama,4409,23,4,2022
24-04-2022,Alabama,3452,24,4,2022
25-04-2022,Alabama,3503,25,4,2022
26-04-2022,Alabama,3339,26,4,2022
27-04-2022,Alabama,3284,27,4,2022
28-04-2022,Alabama,2740,28,4,2022
29-04-2022,Alabama,2682,29,4,2022
30-04-2022,Alabama,2571,30,4,2022
01-05-2022,Alabama,3219,1,5,2022
02-05-2022,Alabama,2861,2,5,2022
03-05-2022,Alabama,2869,3,5,2022
04-05-2022,Alabama,2934,4,5,2022
05-05-2022,Alabama,2883,5,5,2022
06-05-2022,Alabama,2817,6,5,2022
07-05-2022,Alabama,2299,7,5,2022
08-05-2022,Alabama,1647,8,5,2022
09-05-2022,Alabama,1487,9,5,2022
10-05-2022,Alabama,2709,10,5,2022
11-05-2022,Alabama,2742,11,5,2022
12-05-2022,Alabama,2647,12,5,2022
13-05-2022,Alabama,2681,13,5,2022
14-05-2022,Alabama,3206,14,5,2022
15-05-2022,Alabama,3210,15,5,2022
16-05-2022,Alabama,3977,16,5,2022
17-05-2022,Alabama,2892,17,5,2022
18-05-2022,Alabama,2887,18,5,2022
19-05-2022,Alabama,2968,19,5,2022
20-05-2022,Alabama,2914,20,5,2022
21-05-2022,Alabama,2904,21,5,2022
22-05-2022,Alabama,3389,22,5,2022
23-05-2022,Alabama,2954,23,5,2022
24-05-2022,Alabama,3004,24,5,2022
25-05-2022,Alabama,3032,25,5,2022
26-05-2022,Alabama,3063,26,5,2022
27-05-2022,Alabama,3168,27,5,2022
28-05-2022,Alabama,2864,28,5,2022
29-05-2022,Alabama,2586,29,5,2022
30-05-2022,Alabama,2473,30,5,2022
31-05-2022,Alabama,2485,31,5,2022
01-06-2022,Alabama,2630,1,6,2022
02-06-2022,Alabama,2436,2,6,2022
03-06-2022,Alabama,2346,3,6,2022
04-06-2022,Alabama,2606,4,6,2022
05-06-2022,Alabama,2806,5,6,2022
06-06-2022,Alabama,2857,6,6,2022
07-06-2022,Alabama,2637,7,6,2022
08-06-2022,Alabama,2806,8,6,2022
09-06-2022,Alabama,2542,9,6,2022
10-06-2022,Alabama,2428,10,6,2022
11-06-2022,Alabama,2425,11,6,2022
12-06-2022,Alabama,2421,12,6,2022
13-06-2022,Alabama,2394,13,6,2022
14-06-2022,Alabama,2533,14,6,2022
15-06-2022,Alabama,2070,15,6,2022
16-06-2022,Alabama,2336,16,6,2022
17-06-2022,Alabama,2009,17,6,2022
18-06-2022,Alabama,1602,18,6,2022
19-06-2022,Alabama,1255,19,6,2022
20-06-2022,Alabama,1079,20,6,2022
21-06-2022,Alabama,1009,21,6,2022
22-06-2022,Alabama,771,22,6,2022
23-06-2022,Alabama,485,23,6,2022
24-06-2022,Alabama,485,24,6,2022
25-06-2022,Alabama,485,25,6,2022
26-06-2022,Alabama,485,26,6,2022
27-06-2022,Alabama,485,27,6,2022
28-06-2022,Alabama,485,28,6,2022
29-06-2022,Alabama,485,29,6,2022
30-06-2022,Alabama,678,30,6,2022
01-07-2022,Alabama,870,1,7,2022
02-07-2022,Alabama,1063,2,7,2022
03-07-2022,Alabama,1256,3,7,2022
04-07-2022,Alabama,1449,4,7,2022
05-07-2022,Alabama,1642,5,7,2022
06-07-2022,Alabama,1834,6,7,2022
07-07-2022,Alabama,1914,7,7,2022
08-07-2022,Alabama,1993,8,7,2022
09-07-2022,Alabama,2073,9,7,2022
10-07-2022,Alabama,2152,10,7,2022
11-07-2022,Alabama,2231,11,7,2022
12-07-2022,Alabama,2311,12,7,2022
13-07-2022,Alabama,2390,13,7,2022
14-07-2022,Alabama,2563,14,7,2022
15-07-2022,Alabama,2736,15,7,2022
16-07-2022,Alabama,2908,16,7,2022
17-07-2022,Alabama,3081,17,7,2022
18-07-2022,Alabama,3254,18,7,2022
19-07-2022,Alabama,3426,19,7,2022
20-07-2022,Alabama,3599,20,7,2022
21-07-2022,Alabama,3594,21,7,2022
22-07-2022,Alabama,3588,22,7,2022
23-07-2022,Alabama,3583,23,7,2022
24-07-2022,Alabama,3578,24,7,2022
25-07-2022,Alabama,3572,25,7,2022
26-07-2022,Alabama,3567,26,7,2022
27-07-2022,Alabama,3562,27,7,2022
28-07-2022,Alabama,3481,28,7,2022
29-07-2022,Alabama,3401,29,7,2022
30-07-2022,Alabama,3320,30,7,2022
31-07-2022,Alabama,3240,31,7,2022
01-08-2022,Alabama,3160,1,8,2022
02-08-2022,Alabama,3079,2,8,2022
03-08-2022,Alabama,2999,3,8,2022
04-08-2022,Alabama,2895,4,8,2022
05-08-2022,Alabama,2791,5,8,2022
06-08-2022,Alabama,2687,6,8,2022
07-08-2022,Alabama,2583,7,8,2022
08-08-2022,Alabama,2479,8,8,2022
09-08-2022,Alabama,2374,9,8,2022
10-08-2022,Alabama,2270,10,8,2022
11-08-2022,Alabama,2211,11,8,2022
12-08-2022,Alabama,2152,12,8,2022
13-08-2022,Alabama,2093,13,8,2022
14-08-2022,Alabama,2034,14,8,2022
15-08-2022,Alabama,1975,15,8,2022
16-08-2022,Alabama,1916,16,8,2022
17-08-2022,Alabama,1857,17,8,2022
18-08-2022,Alabama,1823,18,8,2022
19-08-2022,Alabama,1789,19,8,2022
20-08-2022,Alabama,1755,20,8,2022
21-08-2022,Alabama,1720,21,8,2022
22-08-2022,Alabama,1686,22,8,2022
23-08-2022,Alabama,1652,23,8,2022
24-08-2022,Alabama,1618,24,8,2022
25-08-2022,Alabama,1593,25,8,2022
26-08-2022,Alabama,1569,26,8,2022
27-08-2022,Alabama,1544,27,8,2022
28-08-2022,Alabama,1520,28,8,2022
29-08-2022,Alabama,1495,29,8,2022
30-08-2022,Alabama,1471,30,8,2022
31-08-2022,Alabama,1446,31,8,2022
01-09-2022,Alabama,1371,1,9,2022
02-09-2022,Alabama,1295,2,9,2022
03-09-2022,Alabama,1219,3,9,2022
04-09-2022,Alabama,1144,4,9,2022
05-09-2022,Alabama,1068,5,9,2022
06-09-2022,Alabama,993,6,9,2022
07-09-2022,Alabama,917,7,9,2022
08-09-2022,Alabama,1025,8,9,2022
09-09-2022,Alabama,1133,9,9,2022
10-09-2022,Alabama,1242,10,9,2022
11-09-2022,Alabama,1350,11,9,2022
12-09-2022,Alabama,1458,12,9,2022
13-09-2022,Alabama,1566,13,9,2022
14-09-2022,Alabama,1674,14,9,2022
15-09-2022,Alabama,1757,15,9,2022
16-09-2022,Alabama,1840,16,9,2022
17-09-2022,Alabama,1923,17,9,2022
18-09-2022,Alabama,2006,18,9,2022
19-09-2022,Alabama,2089,19,9,2022
20-09-2022,Alabama,2172,20,9,2022
21-09-2022,Alabama,2255,21,9,2022
22-09-2022,Alabama,2303,22,9,2022
23-09-2022,Alabama,2351,23,9,2022
24-09-2022,Alabama,2398,24,9,2022
25-09-2022,Alabama,2446,25,9,2022
26-09-2022,Alabama,2493,26,9,2022
27-09-2022,Alabama,2541,27,9,2022
28-09-2022,Alabama,2589,28,9,2022
29-09-2022,Alabama,2609,29,9,2022
30-09-2022,Alabama,2629,30,9,2022
01-10-2022,Alabama,2649,1,10,2022
02-10-2022,Alabama,2669,2,10,2022
03-10-2022,Alabama,2689,3,10,2022
04-10-2022,Alabama,2709,4,10,2022
05-10-2022,Alabama,2730,5,10,2022
06-10-2022,Alabama,2718,6,10,2022
07-10-2022,Alabama,2707,7,10,2022
08-10-2022,Alabama,2695,8,10,2022
09-10-2022,Alabama,2684,9,10,2022
